hex_id,sec_code,population,0_2_salaries,2_3_salaries,3_5_salaries,5_10_salaries,above_10_salaries,V002,V005,V006,V007,V008,V009,V010,V011,V012,V013
123x239,355030807000078,1213,0,0,0,0,0,545.0,0,0,2,5,17,11,47,80,72
121x239,355030807000078,353,0,0,0,0,0,545.0,0,0,2,5,17,11,47,80,72
120x240,355030807000080,306,0,0,0,0,0,482.0,0,0,1,6,28,28,43,67,31
120x241,355030807000080,760,0,0,0,0,0,482.0,0,0,1,6,28,28,43,67,31
121x239,355030807000097,353,0,0,0,0,0,47.0,0,0,1,0,1,1,1,6,8
120x240,355030807000097,306,0,0,0,0,0,47.0,0,0,1,0,1,1,1,6,8
121x239,355030845000098,353,0,0,0,0,0,469.0,0,0,1,5,14,12,25,63,58
120x240,355030845000098,306,0,0,0,0,0,469.0,0,0,1,5,14,12,25,63,58
123x239,355030807000028,1213,0,0,0,0,0,390.0,0,0,0,3,9,7,22,42,61
123x239,355030807000029,1213,0,0,0,0,0,81.0,0,0,0,0,2,2,8,13,13
123x239,355030807000030,1213,0,0,0,0,0,336.0,0,0,4,23,23,22,22,16,8
123x239,355030807000011,1213,0,0,0,0,0,662.0,0,0,0,5,31,25,33,67,83
123x239,355030807000027,1213,0,0,0,0,0,591.0,1,2,1,5,19,20,37,98,95
123x239,355030807000026,1213,0,0,0,0,0,635.0,3,0,1,11,23,24,47,97,72
124x238,355030807000026,818,0,0,0,0,0,635.0,3,0,1,11,23,24,47,97,72
123x239,355030807000056,1213,0,0,0,0,0,243.0,0,1,0,4,8,8,18,29,22
124x238,355030807000056,818,0,0,0,0,0,243.0,0,1,0,4,8,8,18,29,22
121x239,355030845000207,353,0,0,0,0,0,295.0,4,0,1,7,9,15,20,41,45
121x239,355030845000100,353,0,0,0,0,0,208.0,0,0,1,3,10,8,17,32,20
121x239,355030845000175,353,0,0,0,0,0,477.0,0,0,2,15,31,18,40,69,43
120x240,355030807000085,306,0,0,0,0,0,148.0,0,1,0,0,5,7,18,29,32
120x240,355030807000098,306,0,0,0,0,0,402.0,0,0,0,1,7,12,26,53,96
120x241,355030807000098,760,0,0,0,0,0,402.0,0,0,0,1,7,12,26,53,96
120x240,355030807000099,306,0,0,0,0,0,1268.0,0,1,4,13,30,23,68,175,227
120x241,355030807000099,760,0,0,0,0,0,1268.0,0,1,4,13,30,23,68,175,227
121x243,355030807000099,1418,0,0,0,0,0,1268.0,0,1,4,13,30,23,68,175,227
120x240,355030845000095,306,0,0,0,0,0,502.0,0,0,4,7,7,16,20,80,77
118x242,355030845000095,328,0,0,0,0,0,502.0,0,0,4,7,7,16,20,80,77
121x243,355030807000101,1418,0,0,0,0,0,689.0,1,0,7,25,67,37,75,66,17
121x243,355030807000103,1418,0,0,0,0,0,367.0,0,0,1,6,27,30,44,76,33
99x222,355030854000128,18,0,0,0,0,0,316.0,0,0,0,2,2,3,6,11,27
98x221,355030854000128,36,0,0,0,0,0,316.0,0,0,0,2,2,3,6,11,27
99x222,355030835000034,18,0,0,0,0,0,94.0,0,0,2,1,11,5,8,0,4
98x221,355030835000034,36,0,0,0,0,0,94.0,0,0,2,1,11,5,8,0,4
98x220,355030835000034,35,0,0,0,0,0,94.0,0,0,2,1,11,5,8,0,4
99x220,355030835000034,108,0,0,0,0,0,94.0,0,0,2,1,11,5,8,0,4
101x220,355030835000034,127,0,0,0,0,0,94.0,0,0,2,1,11,5,8,0,4
99x222,355030854000053,18,0,0,0,0,0,216.0,0,2,1,1,1,2,3,6,12
98x221,355030854000053,36,0,0,0,0,0,216.0,0,2,1,1,1,2,3,6,12
98x220,355030854000053,35,0,0,0,0,0,216.0,0,2,1,1,1,2,3,6,12
97x221,355030854000053,104,0,0,0,0,0,216.0,0,2,1,1,1,2,3,6,12
99x227,355030854000132,66,0,0,0,0,0,309.0,0,0,4,6,9,7,7,21,17
100x224,355030854000132,40,0,0,0,0,0,309.0,0,0,4,6,9,7,7,21,17
98x225,355030854000132,70,0,0,0,0,0,309.0,0,0,4,6,9,7,7,21,17
98x221,355030854000101,36,0,0,0,0,0,149.0,0,0,0,0,0,0,0,0,47
106x225,355030835000035,132,0,0,0,0,0,525.0,0,1,0,4,9,1,14,37,110
105x225,355030835000035,112,0,0,0,0,0,525.0,0,1,0,4,9,1,14,37,110
101x227,355030835000035,37,0,0,0,0,0,525.0,0,1,0,4,9,1,14,37,110
102x223,355030835000035,241,0,0,0,0,0,525.0,0,1,0,4,9,1,14,37,110
100x224,355030835000035,40,0,0,0,0,0,525.0,0,1,0,4,9,1,14,37,110
102x227,355030835000035,37,0,0,0,0,0,525.0,0,1,0,4,9,1,14,37,110
126x237,355030807000052,729,0,0,0,0,0,1114.0,0,0,0,5,18,17,65,99,168
126x236,355030807000052,463,0,0,0,0,0,1114.0,0,0,0,5,18,17,65,99,168
126x236,355030807000054,463,0,0,0,0,0,907.0,0,1,3,37,47,35,56,133,144
126x237,355030807000023,729,0,0,0,0,0,174.0,0,0,0,3,6,14,8,23,18
126x236,355030807000023,463,0,0,0,0,0,174.0,0,0,0,3,6,14,8,23,18
126x237,355030807000024,729,0,0,0,0,0,503.0,0,0,1,6,18,19,47,72,51
126x237,355030807000025,729,0,0,0,0,0,380.0,0,0,1,4,8,23,34,43,48
124x238,355030807000025,818,0,0,0,0,0,380.0,0,0,1,4,8,23,34,43,48
125x239,355030807000025,1401,0,0,0,0,0,380.0,0,0,1,4,8,23,34,43,48
126x237,355030807000005,729,0,0,0,0,0,435.0,0,0,2,5,15,14,29,53,46
124x238,355030807000005,818,0,0,0,0,0,435.0,0,0,2,5,15,14,29,53,46
125x239,355030807000005,1401,0,0,0,0,0,435.0,0,0,2,5,15,14,29,53,46
126x237,355030807000022,729,0,0,0,0,0,477.0,0,1,2,3,20,25,45,75,60
126x236,355030807000022,463,0,0,0,0,0,477.0,0,1,2,3,20,25,45,75,60
126x237,355030807000021,729,0,0,0,0,0,394.0,0,0,0,2,4,11,28,56,52
125x239,355030807000003,1401,0,0,0,0,0,569.0,0,1,5,17,43,22,54,63,46
125x239,355030807000004,1401,0,0,0,0,0,500.0,0,1,13,32,27,21,33,20,14
126x236,355030807000055,463,0,0,0,0,0,540.0,1,1,1,6,14,8,35,72,71
128x235,355030807000076,185,0,0,0,0,0,408.0,0,0,3,7,14,14,32,61,38
128x235,355030807000077,185,0,0,0,0,0,345.0,0,0,2,2,18,17,24,53,24
128x235,355030849000103,185,0,0,0,0,0,203.0,0,0,3,4,13,8,11,37,7
129x234,355030849000103,378,0,0,0,0,0,203.0,0,0,3,4,13,8,11,37,7
128x235,355030849000104,185,0,0,0,0,0,481.0,0,1,6,8,26,23,61,69,26
85x251,355030802000018,137,0,0,0,0,0,948.0,0,1,0,3,6,11,17,63,149
87x248,355030802000018,94,0,0,0,0,0,948.0,0,1,0,3,6,11,17,63,149
85x251,355030802000045,137,0,0,0,0,0,521.0,0,0,0,6,9,8,15,41,86
83x250,355030802000045,119,0,0,0,0,0,521.0,0,0,0,6,9,8,15,41,86
83x249,355030802000045,27,0,0,0,0,0,521.0,0,0,0,6,9,8,15,41,86
85x251,355030802000062,137,0,0,0,0,0,586.0,0,0,10,16,16,14,25,34,32
83x250,355030802000062,119,0,0,0,0,0,586.0,0,0,10,16,16,14,25,34,32
87x248,355030802000043,94,0,0,0,0,0,909.0,0,0,0,2,5,9,19,63,186
83x250,355030802000043,119,0,0,0,0,0,909.0,0,0,0,2,5,9,19,63,186
83x249,355030802000043,27,0,0,0,0,0,909.0,0,0,0,2,5,9,19,63,186
87x248,355030802000016,94,0,0,0,0,0,367.0,0,0,1,1,4,6,14,28,50
90x244,355030802000016,75,0,0,0,0,0,367.0,0,0,1,1,4,6,14,28,50
89x250,355030802000070,119,0,0,0,0,0,391.0,0,1,2,10,8,5,13,25,42
95x244,355030802000005,166,0,0,0,0,0,765.0,0,0,0,3,13,5,21,78,65
96x244,355030802000005,684,0,0,0,0,0,765.0,0,0,0,3,13,5,21,78,65
92x247,355030802000005,151,0,0,0,0,0,765.0,0,0,0,3,13,5,21,78,65
90x246,355030802000005,110,0,0,0,0,0,765.0,0,0,0,3,13,5,21,78,65
93x245,355030802000005,100,0,0,0,0,0,765.0,0,0,0,3,13,5,21,78,65
90x246,355030802000017,110,0,0,0,0,0,798.0,0,0,2,3,4,3,28,74,83
93x245,355030802000017,100,0,0,0,0,0,798.0,0,0,2,3,4,3,28,74,83
90x244,355030802000017,75,0,0,0,0,0,798.0,0,0,2,3,4,3,28,74,83
107x223,355030835000020,339,0,0,0,0,0,239.0,0,0,3,10,8,8,16,24,12
106x225,355030835000039,132,0,0,0,0,0,275.0,0,0,0,8,21,18,23,18,13
105x225,355030835000039,112,0,0,0,0,0,275.0,0,0,0,8,21,18,23,18,13
106x225,355030835000040,132,0,0,0,0,0,238.0,0,0,0,7,14,11,18,18,18
108x223,355030835000041,1163,0,0,0,0,0,696.0,0,1,3,7,33,28,53,93,69
106x225,355030835000060,132,0,0,0,0,0,495.0,0,0,5,10,23,22,26,43,57
105x227,355030835000060,140,0,0,0,0,0,495.0,0,0,5,10,23,22,26,43,57
107x227,355030835000060,225,0,0,0,0,0,495.0,0,0,5,10,23,22,26,43,57
102x223,355030835000018,241,0,0,0,0,0,425.0,0,0,2,4,7,19,28,67,61
103x223,355030835000018,118,0,0,0,0,0,425.0,0,0,2,4,7,19,28,67,61
102x223,355030835000037,241,0,0,0,0,0,661.0,0,0,1,6,8,10,27,70,145
107x223,355030835000004,339,0,0,0,0,0,399.0,0,1,2,10,18,9,29,38,32
107x221,355030835000004,246,0,0,0,0,0,399.0,0,1,2,10,18,9,29,38,32
107x223,355030835000010,339,0,0,0,0,0,571.0,0,1,4,11,35,14,27,55,52
107x223,355030835000042,339,0,0,0,0,0,560.0,0,0,0,3,14,22,26,76,112
108x223,355030835000042,1163,0,0,0,0,0,560.0,0,0,0,3,14,22,26,76,112
109x224,355030835000042,879,0,0,0,0,0,560.0,0,0,0,3,14,22,26,76,112
107x223,355030835000021,339,0,0,0,0,0,248.0,0,0,2,4,7,7,14,38,65
108x223,355030835000021,1163,0,0,0,0,0,248.0,0,0,2,4,7,7,14,38,65
107x223,355030835000164,339,0,0,0,0,0,241.0,0,0,0,9,12,9,16,25,20
108x223,355030835000164,1163,0,0,0,0,0,241.0,0,0,0,9,12,9,16,25,20
107x223,355030835000165,339,0,0,0,0,0,513.0,1,0,1,5,15,17,32,63,81
108x223,355030835000165,1163,0,0,0,0,0,513.0,1,0,1,5,15,17,32,63,81
103x223,355030835000009,118,0,0,0,0,0,625.0,0,0,0,9,32,23,38,74,79
105x222,355030835000009,697,0,0,0,0,0,625.0,0,0,0,9,32,23,38,74,79
105x225,355030835000179,112,0,0,0,0,0,491.0,0,2,3,14,20,16,36,52,62
109x226,355030835000063,89,0,0,0,0,0,325.0,0,0,1,7,15,18,18,29,38
109x224,355030835000063,879,0,0,0,0,0,325.0,0,0,1,7,15,18,18,29,38
107x227,355030835000061,225,0,0,0,0,0,606.0,0,0,5,15,28,17,38,87,95
109x226,355030835000061,89,0,0,0,0,0,606.0,0,0,5,15,28,17,38,87,95
109x226,355030835000062,89,0,0,0,0,0,231.0,0,0,0,1,5,8,20,43,27
108x223,355030835000043,1163,0,0,0,0,0,179.0,0,0,0,1,4,4,8,27,53
109x224,355030835000043,879,0,0,0,0,0,179.0,0,0,0,1,4,4,8,27,53
108x223,355030835000011,1163,0,0,0,0,0,555.0,0,0,2,4,17,17,36,83,131
109x222,355030835000011,536,0,0,0,0,0,555.0,0,0,2,4,17,17,36,83,131
108x223,355030835000022,1163,0,0,0,0,0,676.0,0,0,0,3,11,13,43,124,59
109x224,355030835000022,879,0,0,0,0,0,676.0,0,0,0,3,11,13,43,124,59
108x223,355030835000044,1163,0,0,0,0,0,358.0,0,0,0,3,9,10,17,51,82
109x224,355030835000044,879,0,0,0,0,0,358.0,0,0,0,3,9,10,17,51,82
105x227,355030835000059,140,0,0,0,0,0,309.0,0,0,0,1,3,5,7,35,66
107x227,355030835000059,225,0,0,0,0,0,309.0,0,0,0,1,3,5,7,35,66
105x227,355030835000156,140,0,0,0,0,0,663.0,0,2,4,12,13,5,10,48,136
105x227,355030835000077,140,0,0,0,0,0,449.0,0,0,0,8,7,4,9,46,78
107x227,355030835000082,225,0,0,0,0,0,454.0,0,0,0,9,20,24,39,64,33
107x229,355030835000082,770,0,0,0,0,0,454.0,0,0,0,9,20,24,39,64,33
107x227,355030835000083,225,0,0,0,0,0,302.0,0,1,1,9,14,11,18,49,57
107x227,355030835000193,225,0,0,0,0,0,267.0,1,0,1,5,11,13,12,36,82
124x238,355030807000006,818,0,0,0,0,0,441.0,1,1,3,7,21,24,47,74,22
125x239,355030807000006,1401,0,0,0,0,0,441.0,1,1,3,7,21,24,47,74,22
124x238,355030807000008,818,0,0,0,0,0,705.0,0,1,0,11,25,14,31,84,107
125x239,355030807000008,1401,0,0,0,0,0,705.0,0,1,0,11,25,14,31,84,107
125x239,355030807000002,1401,0,0,0,0,0,603.0,0,0,1,19,46,53,51,55,21
125x239,355030807000007,1401,0,0,0,0,0,503.0,0,0,1,7,27,30,51,67,21
124x235,355030890000203,1611,0,0,0,0,0,484.0,1,0,1,3,10,12,30,75,81
124x235,355030890000210,1611,0,0,0,0,0,521.0,0,0,2,4,5,18,51,80,91
124x235,355030890000201,1611,0,0,0,0,0,526.0,0,0,1,8,16,22,46,72,59
124x235,355030890000204,1611,0,0,0,0,0,382.0,0,0,0,2,9,12,34,50,46
127x234,355030890000193,514,0,0,0,0,0,448.0,0,0,1,6,26,26,30,54,31
127x234,355030890000196,514,0,0,0,0,0,448.0,0,0,0,4,12,14,21,60,58
107x232,355030862000110,76,0,0,0,0,0,360.0,0,0,4,1,7,6,5,20,63
110x235,355030862000110,32,0,0,0,0,0,360.0,0,0,4,1,7,6,5,20,63
107x235,355030862000110,78,0,0,0,0,0,360.0,0,0,4,1,7,6,5,20,63
107x232,355030862000113,76,0,0,0,0,0,378.0,0,0,2,6,15,9,15,26,40
109x233,355030862000113,67,0,0,0,0,0,378.0,0,0,2,6,15,9,15,26,40
108x230,355030862000113,623,0,0,0,0,0,378.0,0,0,2,6,15,9,15,26,40
109x232,355030862000113,240,0,0,0,0,0,378.0,0,0,2,6,15,9,15,26,40
107x232,355030862000114,76,0,0,0,0,0,269.0,0,0,0,0,5,3,6,17,49
104x232,355030862000114,140,0,0,0,0,0,269.0,0,0,0,0,5,3,6,17,49
104x230,355030862000114,621,0,0,0,0,0,269.0,0,0,0,0,5,3,6,17,49
110x235,355030845000026,32,0,0,0,0,0,207.0,0,0,1,5,9,3,9,10,26
112x238,355030845000026,221,0,0,0,0,0,207.0,0,0,1,5,9,3,9,10,26
109x237,355030845000026,53,0,0,0,0,0,207.0,0,0,1,5,9,3,9,10,26
112x236,355030845000026,33,0,0,0,0,0,207.0,0,0,1,5,9,3,9,10,26
113x238,355030845000026,268,0,0,0,0,0,207.0,0,0,1,5,9,3,9,10,26
111x237,355030845000026,32,0,0,0,0,0,207.0,0,0,1,5,9,3,9,10,26
110x235,355030862000112,32,0,0,0,0,0,368.0,0,1,3,3,4,4,10,17,77
109x233,355030862000112,67,0,0,0,0,0,368.0,0,1,3,3,4,4,10,17,77
109x232,355030862000112,240,0,0,0,0,0,368.0,0,1,3,3,4,4,10,17,77
110x232,355030862000112,383,0,0,0,0,0,368.0,0,1,3,3,4,4,10,17,77
110x235,355030845000025,32,0,0,0,0,0,414.0,0,2,0,6,12,5,14,18,56
114x237,355030845000025,606,0,0,0,0,0,414.0,0,2,0,6,12,5,14,18,56
112x236,355030845000025,33,0,0,0,0,0,414.0,0,2,0,6,12,5,14,18,56
113x238,355030845000025,268,0,0,0,0,0,414.0,0,2,0,6,12,5,14,18,56
116x235,355030845000025,600,0,0,0,0,0,414.0,0,2,0,6,12,5,14,18,56
113x234,355030845000025,112,0,0,0,0,0,414.0,0,2,0,6,12,5,14,18,56
111x237,355030845000025,32,0,0,0,0,0,414.0,0,2,0,6,12,5,14,18,56
115x235,355030845000025,76,0,0,0,0,0,414.0,0,2,0,6,12,5,14,18,56
113x237,355030845000025,34,0,0,0,0,0,414.0,0,2,0,6,12,5,14,18,56
107x235,355030862000096,78,0,0,0,0,0,251.0,0,1,3,4,4,1,8,28,30
107x235,355030862000160,78,0,0,0,0,0,216.0,0,0,0,2,6,3,7,17,36
104x232,355030862000098,140,0,0,0,0,0,497.0,2,2,6,15,12,5,19,32,38
103x232,355030862000098,115,0,0,0,0,0,497.0,2,2,6,15,12,5,19,32,38
103x233,355030862000098,118,0,0,0,0,0,497.0,2,2,6,15,12,5,19,32,38
108x238,355030845000047,123,0,0,0,0,0,381.0,0,0,2,6,14,10,16,24,44
112x238,355030845000047,221,0,0,0,0,0,381.0,0,0,2,6,14,10,16,24,44
109x237,355030845000047,53,0,0,0,0,0,381.0,0,0,2,6,14,10,16,24,44
105x229,355030835000102,226,0,0,0,0,0,296.0,0,0,0,3,7,9,12,31,43
105x230,355030835000102,331,0,0,0,0,0,296.0,0,0,0,3,7,9,12,31,43
104x230,355030835000208,621,0,0,0,0,0,262.0,0,0,1,5,3,1,8,20,41
105x230,355030835000208,331,0,0,0,0,0,262.0,0,0,1,5,3,1,8,20,41
108x230,355030835000120,623,0,0,0,0,0,547.0,0,0,4,3,9,8,32,52,143
109x230,355030835000120,881,0,0,0,0,0,547.0,0,0,4,3,9,8,32,52,143
109x231,355030835000120,1219,0,0,0,0,0,547.0,0,0,4,3,9,8,32,52,143
108x230,355030835000130,623,0,0,0,0,0,423.0,5,4,1,10,13,7,28,34,47
109x232,355030835000130,240,0,0,0,0,0,423.0,5,4,1,10,13,7,28,34,47
109x230,355030835000130,881,0,0,0,0,0,423.0,5,4,1,10,13,7,28,34,47
109x231,355030835000130,1219,0,0,0,0,0,423.0,5,4,1,10,13,7,28,34,47
108x230,355030835000106,623,0,0,0,0,0,508.0,0,0,2,5,11,9,32,75,122
107x229,355030835000106,770,0,0,0,0,0,508.0,0,0,2,5,11,9,32,75,122
108x230,355030835000121,623,0,0,0,0,0,380.0,0,1,3,1,9,8,17,29,76
109x230,355030835000121,881,0,0,0,0,0,380.0,0,1,3,1,9,8,17,29,76
108x230,355030835000131,623,0,0,0,0,0,380.0,0,0,1,5,10,11,21,63,71
109x232,355030835000131,240,0,0,0,0,0,380.0,0,0,1,5,10,11,21,63,71
109x230,355030835000131,881,0,0,0,0,0,380.0,0,0,1,5,10,11,21,63,71
109x231,355030835000131,1219,0,0,0,0,0,380.0,0,0,1,5,10,11,21,63,71
108x230,355030835000195,623,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
105x230,355030835000103,331,0,0,0,0,0,213.0,0,0,0,4,4,3,13,22,60
109x232,355030835000141,240,0,0,0,0,0,346.0,0,1,2,2,5,9,12,47,37
109x230,355030835000141,881,0,0,0,0,0,346.0,0,1,2,2,5,9,12,47,37
109x231,355030835000141,1219,0,0,0,0,0,346.0,0,1,2,2,5,9,12,47,37
109x232,355030835000142,240,0,0,0,0,0,439.0,0,0,0,4,9,8,21,41,61
110x232,355030835000142,383,0,0,0,0,0,439.0,0,0,0,4,9,8,21,41,61
109x231,355030835000142,1219,0,0,0,0,0,439.0,0,0,0,4,9,8,21,41,61
109x232,355030835000176,240,0,0,0,0,0,359.0,0,1,4,5,4,0,14,33,79
109x230,355030835000176,881,0,0,0,0,0,359.0,0,1,4,5,4,0,14,33,79
109x231,355030835000176,1219,0,0,0,0,0,359.0,0,1,4,5,4,0,14,33,79
104x230,355030862000115,621,0,0,0,0,0,645.0,0,1,0,3,10,11,29,84,122
104x230,355030862000116,621,0,0,0,0,0,555.0,0,1,2,5,4,10,17,75,95
103x231,355030862000116,588,0,0,0,0,0,555.0,0,1,2,5,4,10,17,75,95
103x232,355030862000118,115,0,0,0,0,0,280.0,1,0,0,3,7,6,14,32,35
103x231,355030862000118,588,0,0,0,0,0,280.0,1,0,0,3,7,6,14,32,35
100x231,355030862000118,440,0,0,0,0,0,280.0,1,0,0,3,7,6,14,32,35
104x232,355030862000167,140,0,0,0,0,0,316.0,0,0,2,10,6,12,9,27,40
103x232,355030862000167,115,0,0,0,0,0,316.0,0,0,2,10,6,12,9,27,40
103x233,355030862000167,118,0,0,0,0,0,316.0,0,0,2,10,6,12,9,27,40
104x230,355030862000117,621,0,0,0,0,0,378.0,0,1,0,3,4,7,18,57,83
103x231,355030862000117,588,0,0,0,0,0,378.0,0,1,0,3,4,7,18,57,83
104x230,355030862000120,621,0,0,0,0,0,396.0,0,1,1,14,16,13,14,24,36
110x220,355030832000149,768,0,0,0,0,0,565.0,0,0,2,11,24,15,44,75,46
111x221,355030832000149,1062,0,0,0,0,0,565.0,0,0,2,11,24,15,44,75,46
110x220,355030832000150,768,0,0,0,0,0,307.0,0,1,3,7,16,12,19,32,53
111x221,355030832000150,1062,0,0,0,0,0,307.0,0,1,3,7,16,12,19,32,53
110x220,355030832000094,768,0,0,0,0,0,572.0,0,0,0,1,4,6,24,54,104
111x221,355030832000094,1062,0,0,0,0,0,572.0,0,0,0,1,4,6,24,54,104
110x220,355030835000012,768,0,0,0,0,0,310.0,0,0,0,7,27,19,19,23,12
109x220,355030835000012,577,0,0,0,0,0,310.0,0,0,0,7,27,19,19,23,12
110x220,355030835000154,768,0,0,0,0,0,424.0,0,0,4,18,25,17,21,24,25
109x222,355030835000154,536,0,0,0,0,0,424.0,0,0,4,18,25,17,21,24,25
110x220,355030835000155,768,0,0,0,0,0,474.0,1,1,4,15,17,31,44,58,16
109x220,355030835000155,577,0,0,0,0,0,474.0,1,1,4,15,17,31,44,58,16
107x221,355030835000155,246,0,0,0,0,0,474.0,1,1,4,15,17,31,44,58,16
111x221,355030832000062,1062,0,0,0,0,0,669.0,0,1,4,12,14,12,23,57,102
111x221,355030832000061,1062,0,0,0,0,0,705.0,15,0,2,5,11,11,23,82,82
111x221,355030832000160,1062,0,0,0,0,0,345.0,2,0,1,4,5,4,13,33,61
109x220,355030835000013,577,0,0,0,0,0,634.0,0,0,2,1,24,33,54,109,78
109x220,355030835000025,577,0,0,0,0,0,423.0,0,0,1,10,19,23,32,47,59
109x220,355030835000014,577,0,0,0,0,0,749.0,0,1,0,13,40,23,57,93,54
107x219,355030835000014,312,0,0,0,0,0,749.0,0,1,0,13,40,23,57,93,54
109x222,355030835000024,536,0,0,0,0,0,385.0,0,0,0,4,10,8,25,69,78
109x222,355030835000167,536,0,0,0,0,0,387.0,0,0,0,5,6,14,39,107,76
107x221,355030835000001,246,0,0,0,0,0,547.0,0,0,3,6,15,28,44,72,58
105x222,355030835000001,697,0,0,0,0,0,547.0,0,0,3,6,15,28,44,72,58
107x221,355030835000002,246,0,0,0,0,0,615.0,0,0,1,4,17,18,39,87,83
105x222,355030835000002,697,0,0,0,0,0,615.0,0,0,1,4,17,18,39,87,83
107x221,355030835000003,246,0,0,0,0,0,268.0,0,0,3,1,7,15,25,40,31
105x222,355030835000003,697,0,0,0,0,0,268.0,0,0,3,1,7,15,25,40,31
107x221,355030835000005,246,0,0,0,0,0,309.0,0,1,0,7,17,12,19,23,15
115x223,355030832000002,522,0,0,0,0,0,879.0,0,0,4,2,10,23,37,55,103
116x223,355030832000002,56,0,0,0,0,0,879.0,0,0,4,2,10,23,37,55,103
115x223,355030832000011,522,0,0,0,0,0,285.0,1,0,0,6,7,7,15,30,24
116x223,355030832000011,56,0,0,0,0,0,285.0,1,0,0,6,7,7,15,30,24
115x227,355030832000011,132,0,0,0,0,0,285.0,1,0,0,6,7,7,15,30,24
117x232,355030832000011,133,0,0,0,0,0,285.0,1,0,0,6,7,7,15,30,24
115x228,355030832000011,139,0,0,0,0,0,285.0,1,0,0,6,7,7,15,30,24
119x225,355030832000011,7,0,0,0,0,0,285.0,1,0,0,6,7,7,15,30,24
115x224,355030832000011,116,0,0,0,0,0,285.0,1,0,0,6,7,7,15,30,24
118x230,355030832000011,54,0,0,0,0,0,285.0,1,0,0,6,7,7,15,30,24
